timestamp,Zone,Shift,Pressure_PSI,Temperature_C,Flow_Rate_LPM
2026-06-26 15:58:00,Zone_South,Night,122.89,54.64,701.36
2026-06-26 16:00:00,Zone_South,Afternoon,269.48,64.9,690.67
2026-06-26 16:02:00,Zone_West,Afternoon,133.83,82.78,1143.9
2026-06-26 16:04:00,Zone_East,Morning,247.88,62.77,1398.09
2026-06-26 16:06:00,Zone_North,Afternoon,263.78,71.46,1132.96
2026-06-26 16:08:00,Zone_East,Night,270.58,72.54,809.88
2026-06-26 16:10:00,Zone_Central,Afternoon,258.8,79.86,762.64
2026-06-26 16:12:00,Zone_West,Morning,166.01,63.84,1020.77
2026-06-26 16:14:00,Zone_East,Night,173.29,61.17,652.03
2026-06-26 16:16:00,Zone_South,Morning,188.25,76.39,919.46
2026-06-26 16:18:00,Zone_Central,Afternoon,142.29,77.59,1132.99
2026-06-26 16:20:00,Zone_Central,Afternoon,123.56,82.09,1374.13
2026-06-26 16:22:00,Zone_East,Morning,259.06,73.11,940.52
2026-06-26 16:24:00,Zone_East,Night,208.66,54.81,760.18
2026-06-26 16:26:00,Zone_West,Afternoon,217.4,65.23,1253.89
2026-06-26 16:28:00,Zone_North,Afternoon,268.32,46.29,1195.36
2026-06-26 16:30:00,Zone_East,Night,226.42,70.88,1287.76
2026-06-26 16:32:00,Zone_East,Afternoon,230.54,67.17,771.77
2026-06-26 16:34:00,Zone_South,Morning,245.91,71.67,923.87
2026-06-26 16:36:00,Zone_Central,Afternoon,138.62,82.21,1385.24
2026-06-26 16:38:00,Zone_North,Afternoon,177.63,72.49,726.43
2026-06-26 16:40:00,Zone_South,Night,274.91,57.82,1137.16
2026-06-26 16:42:00,Zone_West,Morning,267.67,52.95,789.75
2026-06-26 16:44:00,Zone_West,Night,261.45,79.19,1000.13
2026-06-26 16:46:00,Zone_East,Afternoon,192.33,52.77,1240.41
2026-06-26 16:48:00,Zone_East,Afternoon,257.15,51.46,990.87
2026-06-26 16:50:00,Zone_West,Night,127.74,53.26,1244.39
2026-06-26 16:52:00,Zone_East,Night,143.76,65.35,941.07
2026-06-26 16:54:00,Zone_North,Night,186.23,49.97,1399.48
2026-06-26 16:56:00,Zone_East,Morning,197.34,82.52,948.66
2026-06-26 16:58:00,Zone_Central,Afternoon,162.16,83.65,719.5
2026-06-26 17:00:00,Zone_East,Night,177.04,83.95,921.5
2026-06-26 17:02:00,Zone_South,Afternoon,146.04,46.56,1194.07
2026-06-26 17:04:00,Zone_North,Morning,198.26,82.85,1278.35
2026-06-26 17:06:00,Zone_South,Morning,247.01,84.9,968.08
2026-06-26 17:08:00,Zone_South,Morning,225.82,82.7,1075.58
2026-06-26 17:10:00,Zone_Central,Morning,137.25,71.84,1275.91
2026-06-26 17:12:00,Zone_North,Afternoon,198.01,73.05,1250.84
2026-06-26 17:14:00,Zone_North,Morning,231.62,49.89,1126.18
2026-06-26 17:16:00,Zone_North,Morning,204.78,79.97,1252.02
2026-06-26 17:18:00,Zone_North,Night,182.67,47.39,1060.73
2026-06-26 17:20:00,Zone_North,Morning,219.51,57.71,603.72
2026-06-26 17:22:00,Zone_Central,Night,274.98,84.65,633.01
2026-06-26 17:24:00,Zone_East,Morning,135.19,61.89,1383.85
2026-06-26 17:26:00,Zone_South,Morning,182.4,50.25,715.99
2026-06-26 17:28:00,Zone_North,Night,185.06,83.77,923.61
2026-06-26 17:30:00,Zone_East,Morning,212.31,84.37,1347.05
2026-06-26 17:32:00,Zone_East,Afternoon,144.35,52.48,756.03
2026-06-26 17:34:00,Zone_South,Afternoon,148.26,79.59,1275.03
2026-06-26 17:36:00,Zone_Central,Morning,165.66,60.62,1254.61
2026-06-26 17:38:00,Zone_West,Afternoon,272.94,60.25,1389.06
2026-06-26 17:40:00,Zone_West,Night,237.46,55.51,825.35
2026-06-26 17:42:00,Zone_East,Morning,225.87,46.79,852.26
2026-06-26 17:44:00,Zone_South,Morning,250.71,55.72,1322.3
2026-06-26 17:46:00,Zone_West,Night,140.41,47.15,787.26
2026-06-26 17:48:00,Zone_East,Night,257.49,81.97,1038.32
2026-06-26 17:50:00,Zone_Central,Night,215.17,71.47,1165.88
2026-06-26 17:52:00,Zone_West,Morning,173.65,80.46,817.51
2026-06-26 17:54:00,Zone_East,Night,250.54,73.69,1350.73
2026-06-26 17:56:00,Zone_East,Night,248.41,50.25,1132.56
2026-06-26 17:58:00,Zone_North,Afternoon,255.31,82.62,637.71
2026-06-26 18:00:00,Zone_Central,Afternoon,138.48,81.0,708.59
2026-06-26 18:02:00,Zone_North,Morning,275.1,58.92,752.63
2026-06-26 18:04:00,Zone_South,Afternoon,273.54,49.46,795.97
2026-06-26 18:06:00,Zone_North,Afternoon,177.2,73.17,1184.54
2026-06-26 18:08:00,Zone_North,Night,130.54,74.13,671.15
2026-06-26 18:10:00,Zone_West,Night,146.73,80.87,880.48
2026-06-26 18:12:00,Zone_East,Afternoon,278.85,47.11,1329.11
2026-06-26 18:14:00,Zone_Central,Afternoon,210.08,65.29,1045.33
2026-06-26 18:16:00,Zone_North,Afternoon,177.06,68.93,812.4
2026-06-26 18:18:00,Zone_Central,Morning,166.11,69.77,1365.65
2026-06-26 18:20:00,Zone_North,Morning,161.12,46.34,795.45
2026-06-26 18:22:00,Zone_South,Morning,226.26,60.88,1324.08
2026-06-26 18:24:00,Zone_North,Afternoon,187.1,68.37,1180.62
2026-06-26 18:26:00,Zone_West,Afternoon,274.47,74.52,1192.42
2026-06-26 18:28:00,Zone_East,Morning,229.41,57.65,1211.95
2026-06-26 18:30:00,Zone_South,Morning,246.73,64.36,1005.26
2026-06-26 18:32:00,Zone_North,Afternoon,166.84,77.56,1251.66
2026-06-26 18:34:00,Zone_Central,Night,132.67,83.16,1014.08
2026-06-26 18:36:00,Zone_South,Morning,198.05,54.21,888.39
2026-06-26 18:38:00,Zone_South,Afternoon,170.33,55.12,920.28
2026-06-26 18:40:00,Zone_North,Afternoon,152.33,82.59,1311.01
2026-06-26 18:42:00,Zone_South,Night,272.42,60.84,1019.78
2026-06-26 18:44:00,Zone_Central,Afternoon,191.04,73.73,1293.55
2026-06-26 18:46:00,Zone_South,Afternoon,147.95,69.49,1101.42
2026-06-26 18:48:00,Zone_Central,Morning,151.78,56.42,1074.85
2026-06-26 18:50:00,Zone_North,Morning,164.91,71.14,624.78
2026-06-26 18:52:00,Zone_East,Night,279.89,71.22,822.32
2026-06-26 18:54:00,Zone_South,Night,162.88,68.7,1001.65
2026-06-26 18:56:00,Zone_East,Afternoon,172.61,48.99,1069.85
2026-06-26 18:58:00,Zone_Central,Morning,225.49,84.81,1104.35
2026-06-26 19:00:00,Zone_South,Night,167.03,61.02,1172.98
2026-06-26 19:02:00,Zone_West,Night,154.53,70.53,1124.99
2026-06-26 19:04:00,Zone_East,Night,145.38,80.43,1278.86
2026-06-26 19:06:00,Zone_South,Afternoon,170.03,61.93,836.38
2026-06-26 19:08:00,Zone_East,Morning,136.95,75.96,1113.26
2026-06-26 19:10:00,Zone_South,Night,122.98,83.87,640.93
2026-06-26 19:12:00,Zone_North,Morning,248.74,59.36,984.15
2026-06-26 19:14:00,Zone_North,Night,142.06,61.21,814.43
2026-06-26 19:16:00,Zone_West,Night,244.16,81.22,904.71
2026-06-26 19:18:00,Zone_West,Morning,247.61,51.39,883.73
2026-06-26 19:20:00,Zone_Central,Morning,206.07,46.14,648.34
2026-06-26 19:22:00,Zone_South,Morning,169.55,81.36,973.32
2026-06-26 19:24:00,Zone_East,Afternoon,143.21,77.86,1395.7
2026-06-26 19:26:00,Zone_Central,Night,237.89,83.9,839.15
2026-06-26 19:28:00,Zone_North,Afternoon,216.22,47.33,1188.92
2026-06-26 19:30:00,Zone_South,Morning,224.87,51.25,1038.23
2026-06-26 19:32:00,Zone_West,Night,121.39,49.21,860.18
2026-06-26 19:34:00,Zone_North,Afternoon,268.4,72.34,671.69
2026-06-26 19:36:00,Zone_West,Night,130.61,69.24,772.69
2026-06-26 19:38:00,Zone_Central,Afternoon,178.69,59.37,1225.48
2026-06-26 19:40:00,Zone_North,Morning,184.43,47.3,823.22
2026-06-26 19:42:00,Zone_Central,Afternoon,120.22,70.59,715.44
2026-06-26 19:44:00,Zone_South,Night,199.53,67.8,865.04
2026-06-26 19:46:00,Zone_North,Night,240.45,49.52,1067.23
2026-06-26 19:48:00,Zone_Central,Night,251.72,81.36,1162.77
2026-06-26 19:50:00,Zone_South,Night,260.7,52.96,909.89
2026-06-26 19:52:00,Zone_West,Morning,198.04,74.74,998.52
2026-06-26 19:54:00,Zone_South,Afternoon,220.9,80.4,963.93
2026-06-26 19:56:00,Zone_East,Morning,132.72,68.18,607.2
2026-06-26 19:58:00,Zone_South,Morning,198.09,54.87,916.48
2026-06-26 20:00:00,Zone_South,Morning,144.77,57.37,1069.86
2026-06-26 20:02:00,Zone_East,Night,179.14,80.43,1055.96
2026-06-26 20:04:00,Zone_Central,Night,172.69,56.93,1199.81
2026-06-26 20:06:00,Zone_Central,Night,187.77,74.85,1136.3
2026-06-26 20:08:00,Zone_South,Afternoon,211.46,84.61,821.45
2026-06-26 20:10:00,Zone_East,Night,264.46,84.99,804.51
2026-06-26 20:12:00,Zone_East,Afternoon,183.12,66.34,971.31
2026-06-26 20:14:00,Zone_West,Night,276.98,78.06,1186.38
2026-06-26 20:16:00,Zone_Central,Night,241.44,84.61,675.06
2026-06-26 20:18:00,Zone_North,Morning,201.84,59.99,1358.66
2026-06-26 20:20:00,Zone_Central,Morning,223.04,55.1,1034.52
2026-06-26 20:22:00,Zone_Central,Morning,136.36,65.29,845.13
2026-06-26 20:24:00,Zone_West,Afternoon,255.12,50.64,1154.71
2026-06-26 20:26:00,Zone_North,Afternoon,213.18,79.14,635.78
2026-06-26 20:28:00,Zone_West,Night,277.77,68.55,987.52
2026-06-26 20:30:00,Zone_North,Afternoon,221.83,79.95,988.78
2026-06-26 20:32:00,Zone_South,Night,253.46,76.58,729.58
2026-06-26 20:34:00,Zone_North,Afternoon,247.96,71.95,1269.91
2026-06-26 20:36:00,Zone_West,Afternoon,175.27,69.37,1237.45
2026-06-26 20:38:00,Zone_Central,Afternoon,161.54,46.93,722.19
2026-06-26 20:40:00,Zone_North,Morning,188.88,79.89,891.06
2026-06-26 20:42:00,Zone_North,Afternoon,194.76,61.71,680.34
2026-06-26 20:44:00,Zone_East,Morning,158.41,67.39,1278.89
2026-06-26 20:46:00,Zone_Central,Morning,263.14,45.88,858.66
2026-06-26 20:48:00,Zone_South,Afternoon,206.81,82.44,951.45
2026-06-26 20:50:00,Zone_West,Night,276.55,81.11,859.1
2026-06-26 20:52:00,Zone_South,Night,249.6,66.73,848.02
2026-06-26 20:54:00,Zone_Central,Night,208.91,68.09,1197.84
2026-06-26 20:56:00,Zone_North,Afternoon,271.53,73.2,1198.05
2026-06-26 20:58:00,Zone_North,Night,200.78,55.59,1014.23
2026-06-26 21:00:00,Zone_Central,Morning,261.94,53.88,1126.09
2026-06-26 21:02:00,Zone_North,Night,177.3,71.96,1009.33
2026-06-26 21:04:00,Zone_North,Afternoon,180.58,49.18,622.87
2026-06-26 21:06:00,Zone_North,Night,186.9,63.16,652.81
2026-06-26 21:08:00,Zone_West,Morning,207.46,64.71,906.99
2026-06-26 21:10:00,Zone_West,Afternoon,208.56,60.25,1199.8
2026-06-26 21:12:00,Zone_East,Night,199.42,52.41,1330.58
2026-06-26 21:14:00,Zone_South,Afternoon,168.96,59.21,623.77
2026-06-26 21:16:00,Zone_Central,Afternoon,268.35,58.5,894.42
2026-06-26 21:18:00,Zone_Central,Afternoon,201.72,64.97,779.03
2026-06-26 21:20:00,Zone_Central,Night,185.24,71.99,1252.16
2026-06-26 21:22:00,Zone_East,Afternoon,224.19,83.73,1276.77
2026-06-26 21:24:00,Zone_West,Night,242.87,50.77,765.13
2026-06-26 21:26:00,Zone_East,Morning,273.72,79.92,1168.66
2026-06-26 21:28:00,Zone_Central,Night,199.93,56.37,1185.4
2026-06-26 21:30:00,Zone_South,Morning,137.94,68.65,741.65
2026-06-26 21:32:00,Zone_North,Night,190.52,66.87,946.96
2026-06-26 21:34:00,Zone_West,Afternoon,196.64,67.28,1096.27
2026-06-26 21:36:00,Zone_West,Night,263.52,73.93,620.85
2026-06-26 21:38:00,Zone_East,Afternoon,183.17,60.27,923.67
2026-06-26 21:40:00,Zone_West,Morning,272.53,57.76,723.97
2026-06-26 21:42:00,Zone_Central,Night,197.62,79.11,1033.52
2026-06-26 21:44:00,Zone_Central,Afternoon,275.8,53.8,1274.33
2026-06-26 21:46:00,Zone_East,Morning,121.31,52.21,1019.8
2026-06-26 21:48:00,Zone_Central,Morning,263.81,45.62,628.79
2026-06-26 21:50:00,Zone_South,Night,268.98,53.42,623.73
2026-06-26 21:52:00,Zone_East,Morning,273.76,65.74,1084.4
2026-06-26 21:54:00,Zone_South,Afternoon,122.09,66.54,862.39
2026-06-26 21:56:00,Zone_North,Morning,147.47,55.18,1058.13
2026-06-26 21:58:00,Zone_South,Morning,224.6,47.89,730.91
2026-06-26 22:00:00,Zone_North,Afternoon,124.08,74.79,1221.49
2026-06-26 22:02:00,Zone_North,Morning,130.18,75.32,1288.58
2026-06-26 22:04:00,Zone_South,Morning,155.37,84.91,1311.38
2026-06-26 22:06:00,Zone_East,Morning,201.99,81.0,843.26
2026-06-26 22:08:00,Zone_Central,Morning,207.34,82.04,1128.59
2026-06-26 22:10:00,Zone_Central,Afternoon,125.48,76.93,823.23
2026-06-26 22:12:00,Zone_North,Morning,147.26,69.62,1210.21
2026-06-26 22:14:00,Zone_North,Afternoon,199.95,50.14,696.42
2026-06-26 22:16:00,Zone_East,Morning,215.03,69.89,1210.21
2026-06-26 22:18:00,Zone_West,Morning,143.74,47.24,951.78
2026-06-26 22:20:00,Zone_South,Morning,183.81,80.41,1284.44
2026-06-26 22:22:00,Zone_North,Morning,264.7,64.27,1191.14
2026-06-26 22:24:00,Zone_Central,Afternoon,279.82,72.9,901.22
2026-06-26 22:26:00,Zone_East,Afternoon,277.95,47.09,1322.83
2026-06-26 22:28:00,Zone_South,Morning,261.07,66.37,826.67
2026-06-26 22:30:00,Zone_East,Night,183.15,57.05,1373.59
2026-06-26 22:32:00,Zone_South,Morning,229.85,56.4,1213.76
2026-06-26 22:34:00,Zone_South,Morning,186.65,60.59,1392.54
2026-06-26 22:36:00,Zone_North,Afternoon,223.76,45.03,643.12
2026-06-26 22:38:00,Zone_East,Night,169.51,63.67,819.23
2026-06-26 22:40:00,Zone_East,Morning,216.99,64.46,1193.01
2026-06-26 22:42:00,Zone_Central,Afternoon,203.8,79.53,1337.8
2026-06-26 22:44:00,Zone_Central,Morning,123.92,62.94,623.02
2026-06-26 22:46:00,Zone_North,Morning,246.51,59.54,600.01
2026-06-26 22:48:00,Zone_North,Afternoon,121.9,84.79,804.99
2026-06-26 22:50:00,Zone_West,Afternoon,166.9,67.85,1282.22
2026-06-26 22:52:00,Zone_Central,Morning,120.95,63.9,1213.72
2026-06-26 22:54:00,Zone_South,Morning,180.19,64.84,872.22
2026-06-26 22:56:00,Zone_East,Afternoon,130.11,77.37,601.61
2026-06-26 22:58:00,Zone_North,Morning,266.16,58.63,1043.76
2026-06-26 23:00:00,Zone_East,Morning,186.51,60.57,790.36
2026-06-26 23:02:00,Zone_East,Afternoon,193.52,75.23,1196.49
2026-06-26 23:04:00,Zone_West,Morning,175.98,47.92,957.08
2026-06-26 23:06:00,Zone_Central,Morning,220.4,79.61,1142.88
2026-06-26 23:08:00,Zone_North,Night,245.51,62.21,1281.85
2026-06-26 23:10:00,Zone_East,Afternoon,223.7,68.25,1028.61
2026-06-26 23:12:00,Zone_North,Night,239.71,75.3,868.76
2026-06-26 23:14:00,Zone_South,Night,264.96,55.64,1215.63
2026-06-26 23:16:00,Zone_West,Night,258.17,80.61,812.15
2026-06-26 23:18:00,Zone_South,Morning,227.85,84.17,1313.22
2026-06-26 23:20:00,Zone_North,Morning,203.0,64.77,657.14
2026-06-26 23:22:00,Zone_North,Night,222.03,82.48,1268.37
2026-06-26 23:24:00,Zone_Central,Night,200.97,45.05,673.24
2026-06-26 23:26:00,Zone_East,Night,234.76,80.77,644.91
2026-06-26 23:28:00,Zone_East,Morning,253.27,57.44,890.61
2026-06-26 23:30:00,Zone_South,Night,238.84,57.46,1365.24
2026-06-26 23:32:00,Zone_West,Night,255.45,54.12,1386.79
2026-06-26 23:34:00,Zone_East,Afternoon,130.22,57.68,761.66
2026-06-26 23:36:00,Zone_Central,Afternoon,125.06,53.54,718.91
2026-06-26 23:38:00,Zone_South,Morning,161.36,81.23,882.36
2026-06-26 23:40:00,Zone_South,Afternoon,264.11,80.96,869.67
2026-06-26 23:42:00,Zone_Central,Afternoon,251.79,49.09,1207.67
2026-06-26 23:44:00,Zone_West,Afternoon,229.24,50.71,955.2
2026-06-26 23:46:00,Zone_Central,Morning,232.12,79.48,1223.91
2026-06-26 23:48:00,Zone_West,Afternoon,236.27,60.96,1198.97
2026-06-26 23:50:00,Zone_North,Morning,270.82,51.77,1062.65
2026-06-26 23:52:00,Zone_Central,Night,253.15,65.43,1266.81
2026-06-26 23:54:00,Zone_North,Afternoon,219.74,61.67,756.52
2026-06-26 23:56:00,Zone_South,Morning,226.51,53.77,729.45
2026-06-26 23:58:00,Zone_Central,Afternoon,154.2,73.83,1200.52
2026-06-27 00:00:00,Zone_Central,Night,225.17,70.25,795.84
2026-06-27 00:02:00,Zone_East,Morning,187.95,48.99,602.24
2026-06-27 00:04:00,Zone_South,Morning,144.47,82.02,1329.57
2026-06-27 00:06:00,Zone_East,Morning,249.02,67.34,1098.35
2026-06-27 00:08:00,Zone_South,Night,201.64,55.01,955.95
2026-06-27 00:10:00,Zone_East,Night,276.39,53.25,1180.59
2026-06-27 00:12:00,Zone_Central,Night,165.07,50.44,866.67
2026-06-27 00:14:00,Zone_Central,Morning,196.91,61.99,1362.93
2026-06-27 00:16:00,Zone_North,Night,191.68,50.42,654.9
2026-06-27 00:18:00,Zone_East,Afternoon,139.32,61.63,1112.76
2026-06-27 00:20:00,Zone_West,Night,188.18,63.84,1221.83
2026-06-27 00:22:00,Zone_North,Morning,166.01,71.27,975.3
2026-06-27 00:24:00,Zone_East,Afternoon,145.65,76.41,1203.97
2026-06-27 00:26:00,Zone_East,Night,165.14,66.98,1341.53
2026-06-27 00:28:00,Zone_North,Afternoon,157.32,72.2,1195.2
2026-06-27 00:30:00,Zone_Central,Afternoon,237.45,82.54,847.49
2026-06-27 00:32:00,Zone_East,Morning,124.92,70.53,1049.48
2026-06-27 00:34:00,Zone_Central,Afternoon,218.79,59.57,1329.28
2026-06-27 00:36:00,Zone_North,Afternoon,241.71,62.98,959.28
2026-06-27 00:38:00,Zone_Central,Morning,196.92,79.42,1145.36
2026-06-27 00:40:00,Zone_South,Morning,269.05,50.23,972.41
2026-06-27 00:42:00,Zone_West,Morning,233.26,58.03,697.08
2026-06-27 00:44:00,Zone_East,Afternoon,239.67,68.09,646.88
2026-06-27 00:46:00,Zone_West,Afternoon,194.1,72.06,1361.82
2026-06-27 00:48:00,Zone_Central,Afternoon,244.37,75.54,1090.03
2026-06-27 00:50:00,Zone_East,Morning,253.14,57.73,683.05
2026-06-27 00:52:00,Zone_Central,Night,177.8,50.83,1285.95
2026-06-27 00:54:00,Zone_South,Afternoon,154.14,83.19,1018.15
2026-06-27 00:56:00,Zone_North,Night,181.61,48.06,1217.55
2026-06-27 00:58:00,Zone_East,Morning,238.34,48.83,701.4
2026-06-27 01:00:00,Zone_South,Afternoon,186.82,64.8,1325.53
2026-06-27 01:02:00,Zone_South,Night,237.86,77.77,1072.43
2026-06-27 01:04:00,Zone_East,Afternoon,138.17,75.98,1190.61
2026-06-27 01:06:00,Zone_Central,Afternoon,248.96,82.51,625.1
2026-06-27 01:08:00,Zone_South,Afternoon,160.51,50.66,852.24
2026-06-27 01:10:00,Zone_West,Night,159.83,60.03,813.96
2026-06-27 01:12:00,Zone_South,Morning,214.46,56.29,1359.68
2026-06-27 01:14:00,Zone_Central,Afternoon,131.22,79.43,1014.08
2026-06-27 01:16:00,Zone_Central,Morning,124.21,64.53,1165.64
2026-06-27 01:18:00,Zone_West,Morning,161.76,46.07,634.2
2026-06-27 01:20:00,Zone_South,Night,206.09,73.32,758.15
2026-06-27 01:22:00,Zone_Central,Night,265.22,60.55,870.88
2026-06-27 01:24:00,Zone_East,Morning,255.43,66.25,1235.6
2026-06-27 01:26:00,Zone_North,Afternoon,198.47,80.75,1231.98
2026-06-27 01:28:00,Zone_North,Night,125.93,55.27,1362.08
2026-06-27 01:30:00,Zone_North,Afternoon,205.64,54.61,1333.41
2026-06-27 01:32:00,Zone_South,Afternoon,232.77,55.53,665.21
2026-06-27 01:34:00,Zone_West,Afternoon,174.27,58.52,1263.89
2026-06-27 01:36:00,Zone_Central,Morning,137.77,49.29,960.94
2026-06-27 01:38:00,Zone_East,Afternoon,164.57,72.89,1292.71
2026-06-27 01:40:00,Zone_East,Morning,243.45,53.3,671.43
2026-06-27 01:42:00,Zone_South,Morning,176.2,82.05,1258.22
2026-06-27 01:44:00,Zone_North,Afternoon,249.92,53.63,727.71
2026-06-27 01:46:00,Zone_South,Afternoon,171.12,55.23,867.07
2026-06-27 01:48:00,Zone_West,Afternoon,146.17,56.88,623.08
2026-06-27 01:50:00,Zone_West,Afternoon,189.74,75.74,698.98
2026-06-27 01:52:00,Zone_Central,Morning,192.36,62.1,956.58
2026-06-27 01:54:00,Zone_Central,Afternoon,122.58,77.77,1254.67
2026-06-27 01:56:00,Zone_West,Afternoon,138.73,76.39,1218.94
2026-06-27 01:58:00,Zone_West,Morning,149.59,82.18,788.24
2026-06-27 02:00:00,Zone_West,Night,138.17,75.26,721.35
2026-06-27 02:02:00,Zone_South,Night,174.64,47.08,911.41
2026-06-27 02:04:00,Zone_West,Morning,274.34,78.49,1306.61
2026-06-27 02:06:00,Zone_East,Night,201.48,82.52,673.14
2026-06-27 02:08:00,Zone_North,Morning,220.41,84.75,1034.33
2026-06-27 02:10:00,Zone_West,Afternoon,177.02,50.01,671.05
2026-06-27 02:12:00,Zone_North,Afternoon,171.76,69.53,976.17
2026-06-27 02:14:00,Zone_South,Night,123.7,52.98,701.43
2026-06-27 02:16:00,Zone_North,Afternoon,200.05,55.5,664.27
2026-06-27 02:18:00,Zone_South,Night,197.38,74.82,752.68
2026-06-27 02:20:00,Zone_East,Night,145.25,84.11,804.2
2026-06-27 02:22:00,Zone_South,Afternoon,242.29,68.79,821.01
2026-06-27 02:24:00,Zone_South,Afternoon,198.83,79.02,1116.21
2026-06-27 02:26:00,Zone_Central,Night,174.24,45.36,643.99
2026-06-27 02:28:00,Zone_West,Afternoon,143.51,46.47,664.65
2026-06-27 02:30:00,Zone_West,Morning,208.35,68.87,750.96
2026-06-27 02:32:00,Zone_East,Afternoon,240.45,60.56,1297.65
2026-06-27 02:34:00,Zone_East,Afternoon,165.12,80.59,1102.88
2026-06-27 02:36:00,Zone_West,Morning,155.01,57.08,1184.3
2026-06-27 02:38:00,Zone_Central,Afternoon,203.51,62.28,896.29
2026-06-27 02:40:00,Zone_West,Afternoon,144.85,66.12,770.58
2026-06-27 02:42:00,Zone_Central,Night,226.66,55.92,630.37
2026-06-27 02:44:00,Zone_North,Afternoon,216.85,81.34,990.83
2026-06-27 02:46:00,Zone_North,Afternoon,133.93,63.58,1059.42
2026-06-27 02:48:00,Zone_East,Morning,125.84,61.97,1317.6
2026-06-27 02:50:00,Zone_East,Night,219.25,78.99,1305.67
2026-06-27 02:52:00,Zone_South,Night,167.09,57.48,939.75
2026-06-27 02:54:00,Zone_South,Night,133.83,77.7,938.86
2026-06-27 02:56:00,Zone_South,Afternoon,241.51,49.89,728.9
2026-06-27 02:58:00,Zone_South,Night,170.25,52.31,805.96
2026-06-27 03:00:00,Zone_Central,Morning,193.54,83.03,1340.53
2026-06-27 03:02:00,Zone_West,Night,157.89,78.7,712.83
2026-06-27 03:04:00,Zone_North,Morning,220.37,60.52,1374.96
2026-06-27 03:06:00,Zone_East,Night,168.24,70.54,1003.79
2026-06-27 03:08:00,Zone_Central,Night,274.88,82.72,965.29
2026-06-27 03:10:00,Zone_North,Morning,232.47,53.47,739.71
2026-06-27 03:12:00,Zone_Central,Night,141.88,47.36,1129.23
2026-06-27 03:14:00,Zone_Central,Night,186.67,66.5,967.88
2026-06-27 03:16:00,Zone_East,Night,181.67,50.7,896.53
2026-06-27 03:18:00,Zone_West,Afternoon,205.48,52.49,811.61
2026-06-27 03:20:00,Zone_South,Morning,254.71,80.66,653.19
2026-06-27 03:22:00,Zone_West,Night,213.35,45.3,1015.46
2026-06-27 03:24:00,Zone_East,Morning,129.85,77.67,850.33
2026-06-27 03:26:00,Zone_East,Morning,224.87,65.68,1166.29
2026-06-27 03:28:00,Zone_East,Morning,121.32,67.37,1178.82
2026-06-27 03:30:00,Zone_North,Night,244.79,71.87,865.69
2026-06-27 03:32:00,Zone_West,Night,226.66,62.26,1135.3
2026-06-27 03:34:00,Zone_West,Morning,169.41,49.62,806.94
2026-06-27 03:36:00,Zone_Central,Afternoon,166.79,49.11,1181.74
2026-06-27 03:38:00,Zone_Central,Morning,247.72,75.17,612.86
2026-06-27 03:40:00,Zone_Central,Afternoon,245.33,53.84,721.29
2026-06-27 03:42:00,Zone_East,Morning,176.37,46.12,796.01
2026-06-27 03:44:00,Zone_West,Morning,167.83,84.18,1218.35
2026-06-27 03:46:00,Zone_East,Morning,209.57,84.22,653.1
2026-06-27 03:48:00,Zone_North,Night,121.34,64.4,750.45
2026-06-27 03:50:00,Zone_Central,Afternoon,133.23,46.02,886.9
2026-06-27 03:52:00,Zone_East,Afternoon,140.19,74.09,607.34
2026-06-27 03:54:00,Zone_East,Morning,149.67,78.24,1209.7
2026-06-27 03:56:00,Zone_North,Night,201.92,50.0,1048.08
2026-06-27 03:58:00,Zone_South,Night,198.37,50.42,1320.54
2026-06-27 04:00:00,Zone_West,Afternoon,224.42,77.89,624.82
2026-06-27 04:02:00,Zone_South,Night,129.81,81.88,817.11
2026-06-27 04:04:00,Zone_Central,Afternoon,204.09,0.0,1185.0
2026-06-27 04:06:00,Zone_East,Afternoon,199.46,53.03,1140.12
2026-06-27 04:08:00,Zone_North,Afternoon,143.07,61.46,794.45
2026-06-27 04:10:00,Zone_North,Night,267.24,69.03,1076.55
2026-06-27 04:12:00,Zone_West,Afternoon,190.52,51.41,1235.01
2026-06-27 04:14:00,Zone_South,Afternoon,279.13,53.42,626.7
2026-06-27 04:16:00,Zone_West,Morning,187.21,56.32,1174.1
2026-06-27 04:18:00,Zone_East,Afternoon,217.27,65.38,801.68
2026-06-27 04:20:00,Zone_West,Afternoon,136.76,65.43,1358.28
2026-06-27 04:22:00,Zone_North,Morning,203.0,77.57,1030.58
2026-06-27 04:24:00,Zone_North,Morning,158.2,0.0,626.71
2026-06-27 04:26:00,Zone_Central,Night,253.69,81.55,922.74
2026-06-27 04:28:00,Zone_Central,Afternoon,245.43,78.32,1373.05
2026-06-27 04:30:00,Zone_East,Night,251.87,55.16,1184.3
2026-06-27 04:32:00,Zone_South,Night,235.78,58.25,840.38
2026-06-27 04:34:00,Zone_West,Morning,253.23,65.02,1060.21
2026-06-27 04:36:00,Zone_East,Night,152.13,45.57,1079.28
2026-06-27 04:38:00,Zone_Central,Afternoon,192.33,81.16,618.68
2026-06-27 04:40:00,Zone_West,Morning,230.7,46.77,743.07
2026-06-27 04:42:00,Zone_Central,Afternoon,221.98,57.9,1041.42
2026-06-27 04:44:00,Zone_West,Afternoon,234.62,67.77,922.2
2026-06-27 04:46:00,Zone_South,Morning,155.88,65.71,752.03
2026-06-27 04:48:00,Zone_East,Afternoon,135.75,71.18,1218.13
